TimeStamp,VRCamera_position_x,VRCamera_position_y,VRCamera_position_z, VRCamera_quat_x,VRCamera_quat_y,VRCamera_quat_z,VRCamera_quat_w,VRCamera_six_a,VRCamera_six_b,VRCamera_six_c,VRCamera_six_d, VRCamera_Six_e, VRCamera_Six_f,Controller (left)_position_x,Controller (left)_position_y,Controller (left)_position_z, Controller (left)_quat_x,Controller (left)_quat_y,Controller (left)_quat_z,Controller (left)_quat_w,Controller (left)_six_a,Controller (left)_six_b,Controller (left)_six_c,Controller (left)_six_d, Controller (left)_Six_e, Controller (left)_Six_f,Controller (right)_position_x,Controller (right)_position_y,Controller (right)_position_z, Controller (right)_quat_x,Controller (right)_quat_y,Controller (right)_quat_z,Controller (right)_quat_w,Controller (right)_six_a,Controller (right)_six_b,Controller (right)_six_c,Controller (right)_six_d, Controller (right)_Six_e, Controller (right)_Six_f,
0.7153,-0.0056,1.4674,2.6939,-0.3322, 0.2203, -0.0273,-0.9167,0.9014, -0.0964,0.4220,-0.1963, 0.7778, 0.5970,0.1956,0.7149,2.7368,0.3548, -0.2615, 0.0895,0.8932,0.8473, -0.0257,0.5305,-0.3453, 0.7323, 0.5870,-0.1897,0.7016,2.6811,0.5051, 0.2370, -0.1558,0.8151,0.8391, -0.0146,-0.5438,0.4934, 0.4413, 0.7495,
0.7209,-0.0055,1.4674,2.6940,-0.3323, 0.2204, -0.0273,-0.9167,0.9014, -0.0964,0.4221,-0.1965, 0.7776, 0.5972,0.1957,0.7149,2.7369,0.3554, -0.2612, 0.0896,0.8930,0.8475, -0.0257,0.5301,-0.3457, 0.7313, 0.5880,-0.1905,0.7019,2.6813,0.5051, 0.2371, -0.1559,0.8151,0.8390, -0.0147,-0.5439,0.4936, 0.4411, 0.7495,
0.7335,-0.0055,1.4673,2.6941,-0.3325, 0.2203, -0.0272,-0.9166,0.9015, -0.0965,0.4219,-0.1964, 0.7775, 0.5975,0.1959,0.7148,2.7368,0.3556, -0.2611, 0.0896,0.8929,0.8476, -0.0256,0.5301,-0.3458, 0.7310, 0.5883,-0.1906,0.7019,2.6813,0.5052, 0.2371, -0.1559,0.8150,0.8390, -0.0146,-0.5440,0.4937, 0.4410, 0.7496,
0.7457,-0.0055,1.4672,2.6943,-0.3326, 0.2202, -0.0272,-0.9166,0.9016, -0.0966,0.4217,-0.1963, 0.7772, 0.5978,0.1959,0.7145,2.7369,0.3564, -0.2606, 0.0897,0.8927,0.8480, -0.0256,0.5293,-0.3460, 0.7299, 0.5896,-0.1915,0.7022,2.6814,0.5053, 0.2371, -0.1560,0.8149,0.8388, -0.0146,-0.5442,0.4940, 0.4406, 0.7496,
0.7535,-0.0055,1.4672,2.6944,-0.3328, 0.2201, -0.0272,-0.9165,0.9016, -0.0968,0.4216,-0.1963, 0.7770, 0.5981,0.1961,0.7141,2.7365,0.3569, -0.2601, 0.0896,0.8927,0.8486, -0.0256,0.5284,-0.3457, 0.7292, 0.5905,-0.1918,0.7023,2.6815,0.5054, 0.2371, -0.1561,0.8148,0.8388, -0.0146,-0.5442,0.4941, 0.4404, 0.7496,
0.7696,-0.0053,1.4671,2.6945,-0.3331, 0.2201, -0.0271,-0.9165,0.9017, -0.0969,0.4214,-0.1963, 0.7767, 0.5985,0.1965,0.7141,2.7359,0.3571, -0.2598, 0.0896,0.8927,0.8490, -0.0255,0.5278,-0.3456, 0.7289, 0.5911,-0.1909,0.7020,2.6813,0.5055, 0.2372, -0.1561,0.8148,0.8387, -0.0146,-0.5444,0.4943, 0.4403, 0.7496,
0.7754,-0.0053,1.4670,2.6946,-0.3332, 0.2200, -0.0271,-0.9164,0.9017, -0.0970,0.4213,-0.1963, 0.7764, 0.5989,0.1969,0.7140,2.7356,0.3576, -0.2592, 0.0896,0.8927,0.8496, -0.0255,0.5269,-0.3454, 0.7281, 0.5921,-0.1912,0.7021,2.6814,0.5055, 0.2374, -0.1562,0.8147,0.8385, -0.0144,-0.5447,0.4945, 0.4401, 0.7496,
0.7879,-0.0053,1.4670,2.6946,-0.3335, 0.2199, -0.0270,-0.9164,0.9018, -0.0972,0.4211,-0.1961, 0.7762, 0.5993,0.1971,0.7139,2.7356,0.3579, -0.2590, 0.0896,0.8927,0.8498, -0.0253,0.5265,-0.3453, 0.7278, 0.5925,-0.1901,0.7017,2.6812,0.5056, 0.2375, -0.1563,0.8146,0.8383, -0.0145,-0.5450,0.4948, 0.4399, 0.7494,
0.7999,-0.0052,1.4669,2.6947,-0.3337, 0.2198, -0.0270,-0.9163,0.9019, -0.0973,0.4208,-0.1961, 0.7759, 0.5996,0.1973,0.7138,2.7354,0.3581, -0.2589, 0.0899,0.8926,0.8498, -0.0250,0.5265,-0.3458, 0.7274, 0.5927,-0.1903,0.7018,2.6813,0.5056, 0.2376, -0.1565,0.8145,0.8382, -0.0147,-0.5452,0.4951, 0.4398, 0.7493,
0.8122,-0.0051,1.4669,2.6947,-0.3338, 0.2198, -0.0268,-0.9162,0.9019, -0.0977,0.4207,-0.1959, 0.7757, 0.6000,0.1977,0.7139,2.7352,0.3582, -0.2586, 0.0898,0.8926,0.8501, -0.0249,0.5260,-0.3456, 0.7273, 0.5930,-0.1917,0.7023,2.6815,0.5058, 0.2375, -0.1565,0.8144,0.8382, -0.0147,-0.5452,0.4952, 0.4394, 0.7495,
0.8198,-0.0050,1.4668,2.6947,-0.3340, 0.2198, -0.0266,-0.9162,0.9020, -0.0981,0.4205,-0.1955, 0.7755, 0.6003,0.1978,0.7138,2.7351,0.3584, -0.2585, 0.0900,0.8926,0.8502, -0.0246,0.5259,-0.3459, 0.7270, 0.5932,-0.1911,0.7021,2.6813,0.5059, 0.2375, -0.1565,0.8143,0.8382, -0.0145,-0.5451,0.4951, 0.4391, 0.7497,
0.8361,-0.0049,1.4668,2.6948,-0.3342, 0.2197, -0.0265,-0.9161,0.9020, -0.0984,0.4203,-0.1954, 0.7752, 0.6008,0.1977,0.7133,2.7350,0.3586, -0.2579, 0.0899,0.8926,0.8508, -0.0244,0.5249,-0.3455, 0.7266, 0.5938,-0.1913,0.7022,2.6813,0.5062, 0.2375, -0.1563,0.8142,0.8384, -0.0141,-0.5449,0.4949, 0.4386, 0.7501,
0.8420,-0.0047,1.4667,2.6947,-0.3344, 0.2198, -0.0263,-0.9161,0.9020, -0.0987,0.4203,-0.1952, 0.7750, 0.6011,0.1979,0.7132,2.7350,0.3589, -0.2576, 0.0897,0.8926,0.8512, -0.0247,0.5243,-0.3452, 0.7262, 0.5946,-0.1902,0.7021,2.6810,0.5073, 0.2371, -0.1552,0.8139,0.8394, -0.0121,-0.5434,0.4932, 0.4372, 0.7521,
0.8544,-0.0046,1.4667,2.6948,-0.3345, 0.2198, -0.0262,-0.9160,0.9020, -0.0991,0.4202,-0.1950, 0.7748, 0.6014,0.1980,0.7132,2.7350,0.3591, -0.2576, 0.0897,0.8926,0.8512, -0.0249,0.5242,-0.3451, 0.7260, 0.5948,-0.1903,0.7023,2.6810,0.5082, 0.2370, -0.1545,0.8135,0.8400, -0.0104,-0.5425,0.4921, 0.4357, 0.7536,
0.8665,-0.0044,1.4667,2.6948,-0.3346, 0.2199, -0.0259,-0.9160,0.9020, -0.0996,0.4202,-0.1947, 0.7748, 0.6015,0.1981,0.7131,2.7349,0.3592, -0.2575, 0.0897,0.8925,0.8513, -0.0249,0.5241,-0.3451, 0.7258, 0.5951,-0.1911,0.7028,2.6809,0.5103, 0.2368, -0.1526,0.8125,0.8413, -0.0064,-0.5405,0.4897, 0.4325, 0.7571,
0.8790,-0.0043,1.4667,2.6948,-0.3347, 0.2200, -0.0258,-0.9159,0.9018, -0.0999,0.4203,-0.1946, 0.7747, 0.6017,0.1981,0.7131,2.7350,0.3594, -0.2576, 0.0897,0.8924,0.8512, -0.0252,0.5243,-0.3452, 0.7256, 0.5953,-0.1914,0.7031,2.6807,0.5125, 0.2367, -0.1506,0.8116,0.8426, -0.0018,-0.5386,0.4870, 0.4294, 0.7605,
0.8864,-0.0041,1.4667,2.6949,-0.3346, 0.2202, -0.0256,-0.9159,0.9017, -0.1004,0.4205,-0.1943, 0.7747, 0.6017,0.1981,0.7132,2.7350,0.3595, -0.2581, 0.0897,0.8923,0.8507, -0.0254,0.5250,-0.3456, 0.7255, 0.5952,-0.1902,0.7031,2.6802,0.5154, 0.2378, -0.1482,0.8099,0.8430, 0.0051,-0.5378,0.4850, 0.4249, 0.7643,
0.9030,-0.0040,1.4667,2.6949,-0.3346, 0.2203, -0.0256,-0.9159,0.9017, -0.1005,0.4206,-0.1942, 0.7748, 0.6016,0.1981,0.7131,2.7350,0.3595, -0.2583, 0.0897,0.8922,0.8505, -0.0256,0.5254,-0.3458, 0.7254, 0.5952,-0.1904,0.7035,2.6799,0.5170, 0.2389, -0.1469,0.8088,0.8427, 0.0093,-0.5383,0.4846, 0.4223, 0.7660,
0.9087,-0.0038,1.4668,2.6950,-0.3346, 0.2203, -0.0254,-0.9159,0.9016, -0.1009,0.4206,-0.1940, 0.7748, 0.6017,0.1989,0.7136,2.7339,0.3594, -0.2587, 0.0897,0.8921,0.8501, -0.0259,0.5260,-0.3460, 0.7256, 0.5948,-0.1895,0.7042,2.6794,0.5200, 0.2418, -0.1450,0.8063,0.8410, 0.0176,-0.5408,0.4854, 0.4172, 0.7684,
0.9213,-0.0035,1.4668,2.6952,-0.3346, 0.2205, -0.0251,-0.9159,0.9015, -0.1017,0.4207,-0.1935, 0.7749, 0.6018,0.1989,0.7136,2.7339,0.3594, -0.2589, 0.0897,0.8920,0.8498, -0.0261,0.5264,-0.3462, 0.7255, 0.5948,-0.1896,0.7048,2.6791,0.5211, 0.2447, -0.1452,0.8047,0.8381, 0.0213,-0.5451,0.4887, 0.4147, 0.7676,
0.9334,-0.0033,1.4669,2.6954,-0.3345, 0.2205, -0.0248,-0.9159,0.9015, -0.1021,0.4205,-0.1929, 0.7750, 0.6018,0.1991,0.7136,2.7340,0.3595, -0.2593, 0.0897,0.8919,0.8495, -0.0264,0.5270,-0.3464, 0.7254, 0.5948,-0.1907,0.7065,2.6787,0.5237, 0.2510, -0.1455,0.8010,0.8316, 0.0298,-0.5545,0.4960, 0.4092, 0.7659,
0.9459,-0.0031,1.4669,2.6957,-0.3344, 0.2203, -0.0243,-0.9160,0.9017, -0.1028,0.4199,-0.1919, 0.7751, 0.6019,0.1992,0.7137,2.7341,0.3596, -0.2595, 0.0895,0.8918,0.8492, -0.0270,0.5273,-0.3463, 0.7254, 0.5949,-0.1901,0.7080,2.6783,0.5268, 0.2586, -0.1451,0.7966,0.8241, 0.0414,-0.5649,0.5037, 0.4029, 0.7642,
0.9533,-0.0028,1.4669,2.6960,-0.3343, 0.2203, -0.0239,-0.9160,0.9018, -0.1035,0.4196,-0.1911, 0.7753, 0.6020,0.1993,0.7138,2.7343,0.3597, -0.2597, 0.0894,0.8917,0.8491, -0.0274,0.5276,-0.3463, 0.7253, 0.5950,-0.1903,0.7103,2.6777,0.5306, 0.2698, -0.1456,0.7902,0.8120, 0.0562,-0.5809,0.5165, 0.3945, 0.7600,
0.9696,-0.0027,1.4670,2.6962,-0.3342, 0.2200, -0.0236,-0.9161,0.9021, -0.1039,0.4189,-0.1902, 0.7755, 0.6021,0.1995,0.7139,2.7345,0.3597, -0.2599, 0.0894,0.8917,0.8489, -0.0275,0.5278,-0.3464, 0.7253, 0.5949,-0.1881,0.7110,2.6771,0.5325, 0.2769, -0.1463,0.7864,0.8039, 0.0648,-0.5913,0.5250, 0.3901, 0.7565,
0.9754,-0.0024,1.4670,2.6964,-0.3342, 0.2200, -0.0233,-0.9162,0.9021, -0.1044,0.4186,-0.1896, 0.7756, 0.6021,0.1995,0.7141,2.7349,0.3595, -0.2602, 0.0894,0.8916,0.8486, -0.0278,0.5283,-0.3465, 0.7255, 0.5946,-0.1882,0.7150,2.6762,0.5359, 0.2959, -0.1485,0.7766,0.7808, 0.0864,-0.6188,0.5479, 0.3814, 0.7446,
0.9880,-0.0022,1.4670,2.6967,-0.3342, 0.2199, -0.0232,-0.9162,0.9022, -0.1045,0.4185,-0.1895, 0.7756, 0.6021,0.1996,0.7142,2.7347,0.3594, -0.2604, 0.0895,0.8917,0.8484, -0.0276,0.5286,-0.3467, 0.7257, 0.5943,-0.1886,0.7168,2.6759,0.5364, 0.3040, -0.1498,0.7729,0.7702, 0.0945,-0.6307,0.5578, 0.3797, 0.7381,
1.0003,-0.0019,1.4670,2.6969,-0.3341, 0.2199, -0.0229,-0.9162,0.9023, -0.1049,0.4182,-0.1890, 0.7756, 0.6022,0.1997,0.7143,2.7351,0.3591, -0.2609, 0.0895,0.8916,0.8479, -0.0278,0.5295,-0.3470, 0.7260, 0.5937,-0.1889,0.7209,2.6755,0.5374, 0.3202, -0.1520,0.7653,0.7488, 0.1114,-0.6534,0.5768, 0.3762, 0.7251,
1.0124,-0.0016,1.4670,2.6971,-0.3341, 0.2197, -0.0225,-0.9163,0.9024, -0.1056,0.4177,-0.1881, 0.7757, 0.6025,0.1998,0.7143,2.7355,0.3589, -0.2613, 0.0896,0.8916,0.8474, -0.0278,0.5302,-0.3473, 0.7263, 0.5932,-0.1880,0.7248,2.6752,0.5380, 0.3338, -0.1531,0.7587,0.7303, 0.1268,-0.6712,0.5915, 0.3741, 0.7142,
1.0201,-0.0013,1.4670,2.6974,-0.3342, 0.2195, -0.0218,-0.9163,0.9027, -0.1067,0.4168,-0.1867, 0.7756, 0.6029,0.2000,0.7144,2.7359,0.3586, -0.2617, 0.0899,0.8915,0.8469, -0.0274,0.5310,-0.3480, 0.7266, 0.5924,-0.1888,0.7295,2.6755,0.5390, 0.3452, -0.1532,0.7529,0.7147, 0.1415,-0.6850,0.6028, 0.3720, 0.7059,
1.0361,-0.0010,1.4669,2.6976,-0.3343, 0.2191, -0.0213,-0.9164,0.9031, -0.1075,0.4158,-0.1855, 0.7756, 0.6034,0.2002,0.7145,2.7363,0.3584, -0.2617, 0.0903,0.8916,0.8467, -0.0267,0.5314,-0.3486, 0.7268, 0.5918,-0.1894,0.7331,2.6759,0.5397, 0.3526, -0.1530,0.7490,0.7046, 0.1514,-0.6933,0.6098, 0.3706, 0.7006,
1.0487,-0.0008,1.4668,2.6979,-0.3346, 0.2187, -0.0204,-0.9164,0.9035, -0.1089,0.4144,-0.1838, 0.7753, 0.6043,0.2004,0.7144,2.7368,0.3580, -0.2619, 0.0909,0.8916,0.8463, -0.0254,0.5322,-0.3497, 0.7271, 0.5908,-0.1884,0.7393,2.6768,0.5408, 0.3649, -0.1538,0.7421,0.6864, 0.1664,-0.7079,0.6229, 0.3677, 0.6905,
1.0542,-0.0005,1.4668,2.6981,-0.3349, 0.2183, -0.0198,-0.9164,0.9039, -0.1100,0.4133,-0.1825, 0.7748, 0.6052,0.2007,0.7144,2.7374,0.3578, -0.2617, 0.0916,0.8917,0.8462, -0.0240,0.5323,-0.3506, 0.7272, 0.5901,-0.1896,0.7458,2.6780,0.5411, 0.3747, -0.1553,0.7367,0.6710, 0.1767,-0.7201,0.6342, 0.3662, 0.6809,
1.0666,-0.0001,1.4666,2.6983,-0.3354, 0.2178, -0.0192,-0.9163,0.9044, -0.1110,0.4121,-0.1812, 0.7743, 0.6063,0.2009,0.7144,2.7376,0.3577, -0.2617, 0.0918,0.8917,0.8462, -0.0235,0.5324,-0.3509, 0.7273, 0.5899,-0.1871,0.7476,2.6784,0.5412, 0.3790, -0.1560,0.7343,0.6641, 0.1811,-0.7254,0.6393, 0.3656, 0.6765,
1.0788,0.0003,1.4664,2.6985,-0.3358, 0.2175, -0.0186,-0.9163,0.9047, -0.1120,0.4111,-0.1802, 0.7738, 0.6073,0.2011,0.7144,2.7381,0.3577, -0.2615, 0.0922,0.8917,0.8462, -0.0226,0.5324,-0.3516, 0.7271, 0.5897,-0.1884,0.7545,2.6802,0.5407, 0.3870, -0.1569,0.7303,0.6513, 0.1894,-0.7348,0.6476, 0.3662, 0.6683,
1.0872,0.0006,1.4663,2.6987,-0.3362, 0.2173, -0.0183,-0.9162,0.9049, -0.1126,0.4105,-0.1797, 0.7733, 0.6081,0.2012,0.7143,2.7391,0.3581, -0.2613, 0.0925,0.8916,0.8464, -0.0222,0.5321,-0.3521, 0.7264, 0.5903,-0.1887,0.7616,2.6827,0.5391, 0.3939, -0.1572,0.7277,0.6403, 0.1959,-0.7427,0.6535, 0.3692, 0.6608,
1.1030,0.0009,1.4662,2.6989,-0.3366, 0.2171, -0.0178,-0.9161,0.9051, -0.1136,0.4098,-0.1788, 0.7727, 0.6091,0.2014,0.7143,2.7395,0.3582, -0.2613, 0.0928,0.8915,0.8462, -0.0217,0.5325,-0.3527, 0.7262, 0.5901,-0.1897,0.7673,2.6844,0.5378, 0.3992, -0.1577,0.7256,0.6316, 0.2004,-0.7489,0.6583, 0.3717, 0.6546,
1.1154,0.0012,1.4661,2.6991,-0.3370, 0.2169, -0.0174,-0.9160,0.9053, -0.1143,0.4092,-0.1782, 0.7722, 0.6099,0.2015,0.7141,2.7401,0.3583, -0.2621, 0.0937,0.8912,0.8450, -0.0208,0.5343,-0.3548, 0.7257, 0.5895,-0.1906,0.7769,2.6878,0.5342, 0.4080, -0.1597,0.7229,0.6160, 0.2050,-0.7606,0.6669, 0.3782, 0.6420,
1.1209,0.0015,1.4660,2.6993,-0.3375, 0.2168, -0.0169,-0.9159,0.9054, -0.1154,0.4085,-0.1772, 0.7716, 0.6109,0.2017,0.7143,2.7408,0.3585, -0.2627, 0.0942,0.8908,0.8442, -0.0206,0.5356,-0.3562, 0.7252, 0.5892,-0.1898,0.7841,2.6903,0.5310, 0.4158, -0.1621,0.7203,0.6017, 0.2080,-0.7711,0.6751, 0.3835, 0.6302,
1.1340,0.0017,1.4660,2.6994,-0.3379, 0.2167, -0.0163,-0.9158,0.9056, -0.1165,0.4079,-0.1764, 0.7711, 0.6118,0.2017,0.7143,2.7411,0.3584, -0.2633, 0.0945,0.8907,0.8435, -0.0204,0.5367,-0.3571, 0.7252, 0.5887,-0.1906,0.7890,2.6921,0.5275, 0.4200, -0.1648,0.7199,0.5928, 0.2058,-0.7786,0.6804, 0.3892, 0.6209,
1.1456,0.0020,1.4658,2.6996,-0.3383, 0.2167, -0.0158,-0.9156,0.9056, -0.1176,0.4075,-0.1755, 0.7707, 0.6126,0.2017,0.7143,2.7415,0.3585, -0.2642, 0.0951,0.8903,0.8423, -0.0200,0.5386,-0.3588, 0.7249, 0.5880,-0.1881,0.7969,2.6949,0.5230, 0.4282, -0.1681,0.7176,0.5768, 0.2066,-0.7903,0.6891, 0.3965, 0.6066,
1.1543,0.0023,1.4658,2.6997,-0.3385, 0.2167, -0.0154,-0.9155,0.9056, -0.1185,0.4072,-0.1749, 0.7703, 0.6132,0.2016,0.7143,2.7420,0.3584, -0.2650, 0.0954,0.8901,0.8413, -0.0201,0.5402,-0.3598, 0.7249, 0.5874,-0.1892,0.8056,2.6979,0.5176, 0.4351, -0.1714,0.7165,0.5626, 0.2048,-0.8010,0.6960, 0.4055, 0.5925,
1.1696,0.0025,1.4658,2.6999,-0.3387, 0.2168, -0.0149,-0.9155,0.9055, -0.1196,0.4070,-0.1741, 0.7701, 0.6137,0.2016,0.7143,2.7421,0.3583, -0.2656, 0.0957,0.8899,0.8406, -0.0200,0.5414,-0.3607, 0.7249, 0.5868,-0.1866,0.8123,2.7006,0.5139, 0.4404, -0.1727,0.7157,0.5525, 0.2054,-0.8078,0.6998, 0.4123, 0.5834,
1.1819,0.0026,1.4657,2.7000,-0.3388, 0.2169, -0.0145,-0.9154,0.9055, -0.1205,0.4069,-0.1734, 0.7700, 0.6140,0.2016,0.7144,2.7426,0.3582, -0.2664, 0.0957,0.8897,0.8397, -0.0205,0.5426,-0.3612, 0.7250, 0.5864,-0.1877,0.8242,2.7050,0.5077, 0.4465, -0.1728,0.7163,0.5416, 0.2058,-0.8151,0.7009, 0.4248, 0.5730,
1.1885,0.0029,1.4657,2.7001,-0.3389, 0.2171, -0.0142,-0.9153,0.9053, -0.1212,0.4070,-0.1731, 0.7699, 0.6143,0.2014,0.7142,2.7430,0.3580, -0.2671, 0.0960,0.8895,0.8389, -0.0205,0.5439,-0.3620, 0.7252, 0.5857,-0.1861,0.8349,2.7084,0.5010, 0.4528, -0.1731,0.7170,0.5300, 0.2054,-0.8227,0.7019, 0.4381, 0.5616,
1.2000,0.0031,1.4656,2.7000,-0.3391, 0.2173, -0.0137,-0.9152,0.9052, -0.1222,0.4070,-0.1725, 0.7697, 0.6147,0.2013,0.7142,2.7433,0.3579, -0.2674, 0.0960,0.8895,0.8385, -0.0206,0.5445,-0.3623, 0.7254, 0.5853,-0.1864,0.8405,2.7102,0.4970, 0.4570, -0.1742,0.7168,0.5217, 0.2046,-0.8283,0.7039, 0.4453, 0.5534,
1.2123,0.0032,1.4656,2.7001,-0.3392, 0.2176, -0.0134,-0.9151,0.9049, -0.1231,0.4074,-0.1722, 0.7695, 0.6150,0.2011,0.7143,2.7435,0.3573, -0.2681, 0.0963,0.8895,0.8376, -0.0203,0.5458,-0.3630, 0.7261, 0.5840,-0.1837,0.8506,2.7126,0.4879, 0.4668, -0.1774,0.7159,0.5012, 0.2016,-0.8415,0.7096, 0.4609, 0.5330,
1.2211,0.0034,1.4657,2.7002,-0.3393, 0.2179, -0.0130,-0.9150,0.9047, -0.1241,0.4076,-0.1716, 0.7695, 0.6152,0.2008,0.7143,2.7441,0.3569, -0.2689, 0.0965,0.8894,0.8367, -0.0202,0.5472,-0.3637, 0.7266, 0.5829,-0.1811,0.8617,2.7155,0.4787, 0.4769, -0.1792,0.7150,0.4808, 0.2003,-0.8536,0.7129, 0.4775, 0.5136,
1.2361,0.0036,1.4657,2.7003,-0.3392, 0.2183, -0.0125,-0.9150,0.9044, -0.1252,0.4079,-0.1709, 0.7696, 0.6152,0.2005,0.7144,2.7446,0.3564, -0.2696, 0.0968,0.8893,0.8359, -0.0200,0.5485,-0.3644, 0.7272, 0.5818,-0.1808,0.8708,2.7177,0.4715, 0.4847, -0.1811,0.7141,0.4646, 0.1983,-0.8631,0.7158, 0.4898, 0.4978,
1.2487,0.0038,1.4657,2.7004,-0.3391, 0.2187, -0.0120,-0.9149,0.9040, -0.1264,0.4084,-0.1703, 0.7697, 0.6153,0.2000,0.7144,2.7454,0.3558, -0.2705, 0.0971,0.8893,0.8348, -0.0199,0.5502,-0.3651, 0.7279, 0.5804,-0.1750,0.8836,2.7213,0.4660, 0.4898, -0.1769,0.7153,0.4576, 0.2035,-0.8656,0.7095, 0.5031, 0.4933,
1.2545,0.0039,1.4657,2.7005,-0.3391, 0.2190, -0.0116,-0.9148,0.9038, -0.1273,0.4087,-0.1699, 0.7697, 0.6154,0.1997,0.7145,2.7460,0.3554, -0.2712, 0.0971,0.8892,0.8340, -0.0200,0.5514,-0.3656, 0.7285, 0.5794,-0.1746,0.8960,2.7256,0.4662, 0.4874, -0.1649,0.7197,0.4704, 0.2171,-0.8553,0.6918, 0.5110, 0.5102,
1.2667,0.0040,1.4657,2.7005,-0.3391, 0.2195, -0.0112,-0.9147,0.9034, -0.1284,0.4091,-0.1693, 0.7697, 0.6155,0.1996,0.7144,2.7464,0.3553, -0.2717, 0.0972,0.8891,0.8335, -0.0202,0.5522,-0.3659, 0.7287, 0.5789,-0.1742,0.9027,2.7279,0.4678, 0.4845, -0.1574,0.7223,0.4809, 0.2260,-0.8471,0.6806, 0.5129, 0.5232,
1.2791,0.0042,1.4657,2.7005,-0.3392, 0.2199, -0.0109,-0.9146,0.9031, -0.1293,0.4095,-0.1690, 0.7697, 0.6156,0.1992,0.7144,2.7469,0.3550, -0.2724, 0.0972,0.8890,0.8327, -0.0206,0.5533,-0.3662, 0.7290, 0.5783,-0.1736,0.9146,2.7320,0.4663, 0.4819, -0.1468,0.7272,0.4924, 0.2359,-0.8378,0.6628, 0.5221, 0.5367,
1.2882,0.0044,1.4657,2.7005,-0.3393, 0.2204, -0.0107,-0.9144,0.9026, -0.1300,0.4104,-0.1691, 0.7696, 0.6158,0.1988,0.7144,2.7475,0.3548, -0.2734, 0.0973,0.8888,0.8316, -0.0211,0.5550,-0.3669, 0.7293, 0.5775,-0.1718,0.9277,2.7364,0.4569, 0.4842, -0.1402,0.7329,0.4918, 0.2370,-0.8378,0.6480, 0.5431, 0.5340,
1.3030,0.0046,1.4656,2.7004,-0.3393, 0.2209, -0.0105,-0.9143,0.9022, -0.1306,0.4112,-0.1692, 0.7695, 0.6158,0.1984,0.7144,2.7479,0.3546, -0.2740, 0.0974,0.8886,0.8308, -0.0213,0.5561,-0.3675, 0.7295, 0.5769,-0.1706,0.9377,2.7400,0.4473, 0.4874, -0.1359,0.7375,0.4879, 0.2355,-0.8405,0.6365, 0.5629, 0.5273,
1.3154,0.0047,1.4656,2.7004,-0.3393, 0.2215, -0.0105,-0.9142,0.9016, -0.1312,0.4121,-0.1694, 0.7696, 0.6157,0.1980,0.7144,2.7485,0.3542, -0.2755, 0.0975,0.8883,0.8292, -0.0220,0.5586,-0.3684, 0.7301, 0.5755,-0.1670,0.9535,2.7459,0.4264, 0.4945, -0.1312,0.7460,0.4766, 0.2259,-0.8496,0.6174, 0.6020, 0.5064,
1.3209,0.0049,1.4656,2.7003,-0.3393, 0.2221, -0.0103,-0.9140,0.9011, -0.1319,0.4131,-0.1696, 0.7695, 0.6157,0.1976,0.7143,2.7489,0.3538, -0.2768, 0.0975,0.8881,0.8277, -0.0226,0.5607,-0.3691, 0.7307, 0.5743,-0.1649,0.9668,2.7514,0.4095, 0.4979, -0.1259,0.7541,0.4726, 0.2178,-0.8540,0.5976, 0.6329, 0.4922,
1.3332,0.0051,1.4655,2.7001,-0.3393, 0.2228, -0.0102,-0.9139,0.9005, -0.1325,0.4141,-0.1698, 0.7696, 0.6156,0.1973,0.7143,2.7492,0.3536, -0.2774, 0.0976,0.8880,0.8270, -0.0229,0.5617,-0.3695, 0.7309, 0.5738,-0.1640,0.9733,2.7541,0.4015, 0.4991, -0.1231,0.7580,0.4714, 0.2143,-0.8555,0.5873, 0.6473, 0.4858,
1.3456,0.0054,1.4656,2.7000,-0.3393, 0.2235, -0.0101,-0.9137,0.8999, -0.1333,0.4152,-0.1701, 0.7695, 0.6156,0.1969,0.7143,2.7497,0.3533, -0.2784, 0.0975,0.8878,0.8259, -0.0235,0.5633,-0.3699, 0.7314, 0.5729,-0.1634,0.9865,2.7600,0.3852, 0.4997, -0.1167,0.7670,0.4735, 0.2060,-0.8564,0.5639, 0.6760, 0.4744,
1.3545,0.0055,1.4655,2.6999,-0.3393, 0.2241, -0.0099,-0.9135,0.8994, -0.1340,0.4162,-0.1701, 0.7696, 0.6155,0.1964,0.7143,2.7503,0.3527, -0.2794, 0.0976,0.8877,0.8247, -0.0238,0.5650,-0.3705, 0.7321, 0.5717,-0.1620,0.9997,2.7663,0.3673, 0.4991, -0.1112,0.7769,0.4770, 0.1938,-0.8573,0.5395, 0.7054, 0.4597,
1.3697,0.0058,1.4656,2.6998,-0.3392, 0.2246, -0.0096,-0.9135,0.8989, -0.1348,0.4168,-0.1699, 0.7697, 0.6154,0.1959,0.7143,2.7508,0.3524, -0.2801, 0.0977,0.8876,0.8240, -0.0240,0.5661,-0.3708, 0.7326, 0.5708,-0.1604,1.0097,2.7712,0.3521, 0.4986, -0.1110,0.7843,0.4782, 0.1771,-0.8602,0.5252, 0.7274, 0.4417,
