TimeStamp,VRCamera_position_x,VRCamera_position_y,VRCamera_position_z, VRCamera_quat_x,VRCamera_quat_y,VRCamera_quat_z,VRCamera_quat_w,VRCamera_six_a,VRCamera_six_b,VRCamera_six_c,VRCamera_six_d, VRCamera_Six_e, VRCamera_Six_f,Controller (left)_position_x,Controller (left)_position_y,Controller (left)_position_z, Controller (left)_quat_x,Controller (left)_quat_y,Controller (left)_quat_z,Controller (left)_quat_w,Controller (left)_six_a,Controller (left)_six_b,Controller (left)_six_c,Controller (left)_six_d, Controller (left)_Six_e, Controller (left)_Six_f,Controller (right)_position_x,Controller (right)_position_y,Controller (right)_position_z, Controller (right)_quat_x,Controller (right)_quat_y,Controller (right)_quat_z,Controller (right)_quat_w,Controller (right)_six_a,Controller (right)_six_b,Controller (right)_six_c,Controller (right)_six_d, Controller (right)_Six_e, Controller (right)_Six_f,
108.8642,0.2242,1.4617,2.7907,-0.2794, 0.1119, -0.0668,-0.9513,0.9660, 0.0645,0.2502,-0.1896, 0.8350, 0.5166,0.4337,1.3958,3.0693,-0.2724, -0.4207, -0.1604,0.8503,0.5945, -0.0436,0.8029,0.5021, 0.8001, -0.3283,-0.1068,1.2409,2.8814,-0.5463, -0.1396, 0.3100,0.7655,0.7689, 0.6271,-0.1249,-0.3221, 0.2111, -0.9229,
108.8754,0.2228,1.4616,2.7907,-0.2793, 0.1127, -0.0678,-0.9512,0.9654, 0.0660,0.2522,-0.1919, 0.8348, 0.5161,0.4326,1.3958,3.0696,-0.2720, -0.4214, -0.1606,0.8501,0.5933, -0.0438,0.8038,0.5022, 0.8005, -0.3271,-0.1077,1.2407,2.8810,-0.5465, -0.1403, 0.3095,0.7654,0.7690, 0.6272,-0.1235,-0.3205, 0.2111, -0.9234,
108.8870,0.2214,1.4616,2.7908,-0.2793, 0.1131, -0.0688,-0.9510,0.9649, 0.0677,0.2536,-0.1941, 0.8345, 0.5157,0.4307,1.3958,3.0699,-0.2715, -0.4225, -0.1608,0.8497,0.5913, -0.0438,0.8052,0.5026, 0.8009, -0.3255,-0.1105,1.2407,2.8807,-0.5468, -0.1415, 0.3091,0.7652,0.7689, 0.6277,-0.1215,-0.3183, 0.2110, -0.9242,
108.8988,0.2201,1.4616,2.7909,-0.2791, 0.1133, -0.0699,-0.9510,0.9646, 0.0698,0.2545,-0.1962, 0.8344, 0.5150,0.4289,1.3958,3.0703,-0.2711, -0.4236, -0.1610,0.8492,0.5893, -0.0439,0.8068,0.5032, 0.8012, -0.3239,-0.1118,1.2404,2.8803,-0.5471, -0.1427, 0.3088,0.7648,0.7686, 0.6284,-0.1197,-0.3163, 0.2106, -0.9250,
108.9111,0.2190,1.4615,2.7910,-0.2790, 0.1128, -0.0712,-0.9510,0.9644, 0.0724,0.2542,-0.1983, 0.8342, 0.5145,0.4272,1.3958,3.0706,-0.2710, -0.4245, -0.1612,0.8487,0.5876, -0.0436,0.8080,0.5037, 0.8011, -0.3231,-0.1148,1.2404,2.8797,-0.5476, -0.1438, 0.3085,0.7643,0.7683, 0.6292,-0.1181,-0.3142, 0.2098, -0.9259,
108.9233,0.2179,1.4615,2.7911,-0.2788, 0.1124, -0.0724,-0.9510,0.9642, 0.0750,0.2542,-0.2004, 0.8341, 0.5139,0.4256,1.3960,3.0709,-0.2714, -0.4249, -0.1612,0.8484,0.5870, -0.0429,0.8085,0.5041, 0.8008, -0.3235,-0.1162,1.2402,2.8792,-0.5482, -0.1448, 0.3086,0.7637,0.7676, 0.6301,-0.1172,-0.3125, 0.2084, -0.9267,
108.9309,0.2171,1.4615,2.7913,-0.2785, 0.1112, -0.0736,-0.9511,0.9644, 0.0781,0.2525,-0.2019, 0.8340, 0.5134,0.4244,1.3961,3.0711,-0.2712, -0.4253, -0.1615,0.8482,0.5860, -0.0433,0.8092,0.5047, 0.8007, -0.3226,-0.1177,1.2399,2.8787,-0.5487, -0.1458, 0.3086,0.7632,0.7671, 0.6310,-0.1161,-0.3110, 0.2074, -0.9275,
108.9422,0.2162,1.4614,2.7915,-0.2782, 0.1096, -0.0749,-0.9513,0.9648, 0.0815,0.2501,-0.2034, 0.8339, 0.5130,0.4235,1.3963,3.0713,-0.2709, -0.4257, -0.1618,0.8481,0.5853, -0.0438,0.8097,0.5050, 0.8009, -0.3218,-0.1184,1.2397,2.8785,-0.5490, -0.1462, 0.3087,0.7628,0.7666, 0.6315,-0.1159,-0.3104, 0.2065, -0.9279,
108.9538,0.2155,1.4614,2.7918,-0.2780, 0.1073, -0.0762,-0.9515,0.9653, 0.0853,0.2467,-0.2047, 0.8338, 0.5128,0.4223,1.3965,3.0716,-0.2706, -0.4261, -0.1624,0.8478,0.5842, -0.0447,0.8104,0.5060, 0.8008, -0.3205,-0.1211,1.2397,2.8782,-0.5494, -0.1470, 0.3087,0.7624,0.7662, 0.6323,-0.1151,-0.3092, 0.2056, -0.9285,
108.9656,0.2149,1.4614,2.7920,-0.2779, 0.1047, -0.0776,-0.9517,0.9660, 0.0896,0.2424,-0.2060, 0.8335, 0.5127,0.4210,1.3967,3.0719,-0.2706, -0.4263, -0.1628,0.8477,0.5836, -0.0453,0.8108,0.5068, 0.8005, -0.3200,-0.1222,1.2394,2.8780,-0.5499, -0.1477, 0.3088,0.7619,0.7656, 0.6330,-0.1145,-0.3081, 0.2046, -0.9291,
108.9777,0.2143,1.4614,2.7923,-0.2779, 0.1018, -0.0792,-0.9519,0.9667, 0.0942,0.2378,-0.2074, 0.8330, 0.5129,0.4201,1.3970,3.0721,-0.2710, -0.4263, -0.1630,0.8475,0.5834, -0.0452,0.8109,0.5074, 0.7999, -0.3204,-0.1235,1.2391,2.8777,-0.5502, -0.1481, 0.3090,0.7615,0.7651, 0.6336,-0.1145,-0.3076, 0.2035, -0.9295,
108.9899,0.2138,1.4615,2.7926,-0.2778, 0.0986, -0.0809,-0.9521,0.9675, 0.0993,0.2328,-0.2089, 0.8325, 0.5131,0.4188,1.3973,3.0724,-0.2707, -0.4268, -0.1638,0.8472,0.5821, -0.0465,0.8118,0.5086, 0.7997, -0.3189,-0.1255,1.2389,2.8776,-0.5505, -0.1486, 0.3092,0.7611,0.7647, 0.6342,-0.1142,-0.3070, 0.2027, -0.9299,
108.9989,0.2133,1.4614,2.7929,-0.2778, 0.0954, -0.0825,-0.9523,0.9682, 0.1041,0.2276,-0.2101, 0.8320, 0.5135,0.4178,1.3974,3.0727,-0.2702, -0.4275, -0.1645,0.8469,0.5804, -0.0475,0.8129,0.5096, 0.7998, -0.3171,-0.1263,1.2385,2.8775,-0.5507, -0.1488, 0.3092,0.7609,0.7645, 0.6345,-0.1140,-0.3066, 0.2023, -0.9301,
109.0090,0.2127,1.4614,2.7932,-0.2779, 0.0923, -0.0840,-0.9525,0.9689, 0.1087,0.2225,-0.2113, 0.8314, 0.5139,0.4168,1.3976,3.0728,-0.2699, -0.4280, -0.1645,0.8467,0.5794, -0.0476,0.8137,0.5097, 0.8002, -0.3161,-0.1278,1.2384,2.8776,-0.5508, -0.1491, 0.3092,0.7607,0.7643, 0.6347,-0.1137,-0.3061, 0.2019, -0.9303,
109.0202,0.2123,1.4614,2.7935,-0.2779, 0.0889, -0.0855,-0.9527,0.9696, 0.1135,0.2169,-0.2124, 0.8309, 0.5143,0.4158,1.3976,3.0731,-0.2701, -0.4285, -0.1642,0.8465,0.5789, -0.0465,0.8141,0.5094, 0.8002, -0.3165,-0.1286,1.2379,2.8776,-0.5510, -0.1495, 0.3094,0.7605,0.7639, 0.6353,-0.1134,-0.3057, 0.2015, -0.9306,
109.0331,0.2119,1.4614,2.7939,-0.2779, 0.0851, -0.0870,-0.9529,0.9704, 0.1184,0.2106,-0.2131, 0.8304, 0.5148,0.4150,1.3977,3.0732,-0.2704, -0.4285, -0.1640,0.8464,0.5790, -0.0459,0.8140,0.5094, 0.7999, -0.3172,-0.1294,1.2375,2.8776,-0.5511, -0.1500, 0.3096,0.7602,0.7633, 0.6361,-0.1131,-0.3054, 0.2010, -0.9308,
109.0451,0.2115,1.4614,2.7942,-0.2779, 0.0817, -0.0885,-0.9530,0.9710, 0.1233,0.2048,-0.2141, 0.8299, 0.5153,0.4141,1.3978,3.0736,-0.2707, -0.4280, -0.1642,0.8465,0.5797, -0.0462,0.8135,0.5096, 0.7995, -0.3178,-0.1303,1.2368,2.8778,-0.5509, -0.1505, 0.3104,0.7599,0.7620, 0.6376,-0.1133,-0.3060, 0.2002, -0.9308,
109.0566,0.2112,1.4613,2.7945,-0.2778, 0.0779, -0.0900,-0.9532,0.9717, 0.1283,0.1985,-0.2149, 0.8295, 0.5156,0.4135,1.3980,3.0737,-0.2704, -0.4272, -0.1649,0.8469,0.5807, -0.0483,0.8127,0.5103, 0.7994, -0.3171,-0.1301,1.2359,2.8777,-0.5507, -0.1511, 0.3111,0.7596,0.7607, 0.6392,-0.1131,-0.3062, 0.1998, -0.9308,
109.0649,0.2107,1.4613,2.7949,-0.2776, 0.0742, -0.0916,-0.9534,0.9722, 0.1335,0.1923,-0.2158, 0.8291, 0.5158,0.4126,1.3982,3.0739,-0.2700, -0.4267, -0.1653,0.8472,0.5812, -0.0497,0.8122,0.5105, 0.7995, -0.3164,-0.1307,1.2351,2.8779,-0.5503, -0.1521, 0.3117,0.7595,0.7594, 0.6409,-0.1121,-0.3062, 0.2000, -0.9307,
109.0756,0.2104,1.4613,2.7953,-0.2775, 0.0709, -0.0931,-0.9536,0.9726, 0.1381,0.1868,-0.2168, 0.8287, 0.5160,0.4123,1.3983,3.0742,-0.2698, -0.4260, -0.1655,0.8475,0.5823, -0.0506,0.8114,0.5104, 0.7996, -0.3164,-0.1312,1.2346,2.8781,-0.5500, -0.1526, 0.3122,0.7594,0.7585, 0.6420,-0.1116,-0.3062, 0.2001, -0.9307,
109.0869,0.2101,1.4612,2.7956,-0.2774, 0.0675, -0.0948,-0.9537,0.9729, 0.1433,0.1813,-0.2182, 0.8281, 0.5163,0.4117,1.3982,3.0744,-0.2697, -0.4254, -0.1655,0.8479,0.5833, -0.0511,0.8106,0.5100, 0.7998, -0.3166,-0.1320,1.2339,2.8783,-0.5497, -0.1535, 0.3129,0.7592,0.7571, 0.6438,-0.1110,-0.3064, 0.1999, -0.9307,
109.0997,0.2097,1.4612,2.7960,-0.2775, 0.0642, -0.0964,-0.9537,0.9732, 0.1482,0.1760,-0.2195, 0.8274, 0.5169,0.4111,1.3983,3.0747,-0.2696, -0.4249, -0.1653,0.8482,0.5843, -0.0512,0.8099,0.5095, 0.8000, -0.3170,-0.1326,1.2331,2.8784,-0.5492, -0.1541, 0.3138,0.7591,0.7555, 0.6457,-0.1108,-0.3072, 0.1998, -0.9304,
109.1123,0.2093,1.4612,2.7964,-0.2776, 0.0611, -0.0980,-0.9537,0.9733, 0.1530,0.1709,-0.2209, 0.8267, 0.5175,0.4106,1.3984,3.0750,-0.2695, -0.4243, -0.1648,0.8487,0.5857, -0.0510,0.8089,0.5083, 0.8005, -0.3175,-0.1337,1.2323,2.8788,-0.5486, -0.1549, 0.3148,0.7589,0.7537, 0.6478,-0.1103,-0.3079, 0.1998, -0.9302,
109.1239,0.2089,1.4611,2.7968,-0.2777, 0.0580, -0.0994,-0.9538,0.9735, 0.1575,0.1658,-0.2219, 0.8260, 0.5181,0.4101,1.3985,3.0752,-0.2693, -0.4237, -0.1641,0.8491,0.5870, -0.0505,0.8080,0.5069, 0.8011, -0.3182,-0.1343,1.2314,2.8792,-0.5479, -0.1556, 0.3159,0.7588,0.7520, 0.6499,-0.1101,-0.3090, 0.2001, -0.9298,
109.1310,0.2085,1.4610,2.7973,-0.2778, 0.0550, -0.1010,-0.9537,0.9736, 0.1620,0.1610,-0.2232, 0.8253, 0.5188,0.4096,1.3985,3.0753,-0.2691, -0.4234, -0.1636,0.8494,0.5879, -0.0500,0.8074,0.5058, 0.8017, -0.3186,-0.1350,1.2306,2.8797,-0.5472, -0.1560, 0.3167,0.7589,0.7507, 0.6514,-0.1098,-0.3100, 0.2005, -0.9294,
109.1429,0.2081,1.4609,2.7976,-0.2777, 0.0520, -0.1025,-0.9538,0.9736, 0.1666,0.1561,-0.2244, 0.8248, 0.5191,0.4093,1.3986,3.0754,-0.2690, -0.4232, -0.1633,0.8496,0.5884, -0.0498,0.8070,0.5053, 0.8019, -0.3189,-0.1354,1.2300,2.8799,-0.5468, -0.1563, 0.3172,0.7589,0.7499, 0.6524,-0.1096,-0.3105, 0.2008, -0.9291,
109.1547,0.2077,1.4609,2.7981,-0.2777, 0.0491, -0.1042,-0.9537,0.9735, 0.1714,0.1516,-0.2260, 0.8241, 0.5194,0.4090,1.3987,3.0754,-0.2690, -0.4228, -0.1630,0.8499,0.5894, -0.0496,0.8063,0.5046, 0.8021, -0.3195,-0.1357,1.2291,2.8805,-0.5459, -0.1568, 0.3178,0.7592,0.7488, 0.6538,-0.1089,-0.3114, 0.2020, -0.9286,
109.1664,0.2073,1.4609,2.7985,-0.2775, 0.0459, -0.1060,-0.9538,0.9733, 0.1766,0.1465,-0.2276, 0.8235, 0.5196,0.4087,1.3988,3.0754,-0.2692, -0.4224, -0.1626,0.8501,0.5902, -0.0490,0.8058,0.5038, 0.8022, -0.3202,-0.1362,1.2283,2.8811,-0.5450, -0.1571, 0.3182,0.7596,0.7481, 0.6548,-0.1081,-0.3122, 0.2035, -0.9280,
109.1807,0.2069,1.4609,2.7989,-0.2772, 0.0426, -0.1081,-0.9538,0.9730, 0.1826,0.1412,-0.2298, 0.8229, 0.5196,0.4083,1.3990,3.0754,-0.2693, -0.4221, -0.1625,0.8503,0.5909, -0.0489,0.8053,0.5036, 0.8022, -0.3208,-0.1364,1.2274,2.8816,-0.5441, -0.1576, 0.3185,0.7600,0.7474, 0.6557,-0.1071,-0.3127, 0.2050, -0.9275,
109.1907,0.2064,1.4609,2.7992,-0.2771, 0.0392, -0.1105,-0.9537,0.9725, 0.1889,0.1361,-0.2324, 0.8220, 0.5198,0.4080,1.3993,3.0752,-0.2694, -0.4216, -0.1627,0.8504,0.5915, -0.0495,0.8048,0.5039, 0.8019, -0.3210,-0.1367,1.2264,2.8821,-0.5431, -0.1580, 0.3190,0.7604,0.7465, 0.6568,-0.1063,-0.3136, 0.2065, -0.9268,
109.1986,0.2060,1.4610,2.7997,-0.2769, 0.0360, -0.1128,-0.9536,0.9720, 0.1951,0.1312,-0.2350, 0.8213, 0.5199,0.4078,1.3994,3.0752,-0.2692, -0.4213, -0.1633,0.8505,0.5916, -0.0509,0.8046,0.5046, 0.8017, -0.3203,-0.1370,1.2258,2.8827,-0.5424, -0.1580, 0.3194,0.7608,0.7460, 0.6574,-0.1060,-0.3146, 0.2076, -0.9262,
109.2106,0.2056,1.4611,2.8001,-0.2766, 0.0331, -0.1153,-0.9535,0.9712, 0.2016,0.1269,-0.2382, 0.8204, 0.5198,0.4077,1.3995,3.0751,-0.2691, -0.4212, -0.1637,0.8505,0.5915, -0.0518,0.8046,0.5051, 0.8016, -0.3198,-0.1370,1.2254,2.8831,-0.5418, -0.1582, 0.3198,0.7611,0.7454, 0.6582,-0.1058,-0.3154, 0.2084, -0.9258,
109.2221,0.2050,1.4612,2.8005,-0.2763, 0.0304, -0.1178,-0.9533,0.9704, 0.2078,0.1231,-0.2414, 0.8195, 0.5197,0.4075,1.3997,3.0750,-0.2689, -0.4209, -0.1643,0.8506,0.5917, -0.0531,0.8044,0.5058, 0.8014, -0.3192,-0.1373,1.2246,2.8839,-0.5408, -0.1582, 0.3208,0.7613,0.7441, 0.6596,-0.1060,-0.3173, 0.2093, -0.9249,
109.2336,0.2045,1.4612,2.8010,-0.2758, 0.0278, -0.1204,-0.9532,0.9694, 0.2142,0.1195,-0.2450, 0.8188, 0.5192,0.4073,1.3998,3.0749,-0.2690, -0.4206, -0.1642,0.8507,0.5922, -0.0532,0.8040,0.5057, 0.8014, -0.3195,-0.1385,1.2242,2.8846,-0.5400, -0.1582, 0.3216,0.7616,0.7431, 0.6606,-0.1064,-0.3190, 0.2100, -0.9242,
109.2460,0.2039,1.4613,2.8014,-0.2756, 0.0254, -0.1229,-0.9530,0.9685, 0.2203,0.1162,-0.2483, 0.8179, 0.5191,0.4071,1.3999,3.0749,-0.2690, -0.4203, -0.1641,0.8509,0.5928, -0.0532,0.8036,0.5054, 0.8014, -0.3198,-0.1388,1.2236,2.8853,-0.5392, -0.1580, 0.3226,0.7617,0.7419, 0.6619,-0.1072,-0.3211, 0.2103, -0.9234,
109.2577,0.2034,1.4614,2.8018,-0.2751, 0.0232, -0.1252,-0.9529,0.9676, 0.2259,0.1132,-0.2514, 0.8172, 0.5186,0.4070,1.4000,3.0747,-0.2689, -0.4202, -0.1633,0.8512,0.5936, -0.0520,0.8031,0.5040, 0.8020, -0.3206,-0.1393,1.2231,2.8861,-0.5386, -0.1577, 0.3234,0.7619,0.7411, 0.6627,-0.1080,-0.3228, 0.2107, -0.9227,
109.2651,0.2028,1.4614,2.8022,-0.2748, 0.0211, -0.1274,-0.9528,0.9666, 0.2312,0.1102,-0.2544, 0.8165, 0.5183,0.4070,1.3999,3.0746,-0.2686, -0.4198, -0.1626,0.8516,0.5946, -0.0514,0.8024,0.5025, 0.8028, -0.3209,-0.1388,1.2222,2.8867,-0.5379, -0.1577, 0.3239,0.7622,0.7404, 0.6634,-0.1081,-0.3241, 0.2115, -0.9221,
109.2764,0.2021,1.4615,2.8026,-0.2744, 0.0191, -0.1296,-0.9527,0.9657, 0.2366,0.1075,-0.2575, 0.8158, 0.5178,0.4069,1.3998,3.0746,-0.2682, -0.4195, -0.1621,0.8519,0.5955, -0.0512,0.8017,0.5012, 0.8036, -0.3210,-0.1389,1.2219,2.8871,-0.5376, -0.1575, 0.3242,0.7623,0.7402, 0.6636,-0.1084,-0.3249, 0.2118, -0.9217,
109.2879,0.2016,1.4615,2.8030,-0.2741, 0.0172, -0.1317,-0.9525,0.9647, 0.2415,0.1050,-0.2604, 0.8151, 0.5175,0.4069,1.3997,3.0744,-0.2677, -0.4190, -0.1614,0.8525,0.5969, -0.0508,0.8007,0.4994, 0.8046, -0.3213,-0.1389,1.2213,2.8878,-0.5371, -0.1572, 0.3248,0.7624,0.7395, 0.6642,-0.1092,-0.3265, 0.2121, -0.9211,
109.3005,0.2009,1.4616,2.8034,-0.2736, 0.0157, -0.1336,-0.9524,0.9638, 0.2458,0.1030,-0.2630, 0.8146, 0.5170,0.4067,1.3995,3.0746,-0.2669, -0.4180, -0.1594,0.8536,0.5998, -0.0490,0.7987,0.4953, 0.8067, -0.3225,-0.1390,1.2206,2.8889,-0.5363, -0.1567, 0.3259,0.7627,0.7385, 0.6651,-0.1106,-0.3290, 0.2124, -0.9201,
109.3119,0.2002,1.4617,2.8037,-0.2732, 0.0142, -0.1353,-0.9523,0.9630, 0.2499,0.1009,-0.2654, 0.8142, 0.5165,0.4066,1.3996,3.0745,-0.2668, -0.4177, -0.1588,0.8539,0.6007, -0.0484,0.7980,0.4941, 0.8072, -0.3229,-0.1405,1.2206,2.8892,-0.5360, -0.1566, 0.3262,0.7627,0.7381, 0.6655,-0.1109,-0.3298, 0.2125, -0.9198,
109.3242,0.1995,1.4618,2.8040,-0.2728, 0.0127, -0.1367,-0.9522,0.9623, 0.2534,0.0988,-0.2673, 0.8138, 0.5161,0.4066,1.3995,3.0745,-0.2663, -0.4171, -0.1577,0.8545,0.6023, -0.0474,0.7969,0.4918, 0.8084, -0.3236,-0.1406,1.2202,2.8899,-0.5356, -0.1562, 0.3272,0.7627,0.7371, 0.6664,-0.1122,-0.3318, 0.2122, -0.9192,
109.3316,0.1988,1.4618,2.8042,-0.2724, 0.0113, -0.1382,-0.9521,0.9615, 0.2570,0.0969,-0.2693, 0.8134, 0.5156,0.4065,1.3993,3.0747,-0.2654, -0.4166, -0.1568,0.8552,0.6037, -0.0470,0.7958,0.4893, 0.8099, -0.3234,-0.1409,1.2198,2.8905,-0.5353, -0.1558, 0.3281,0.7626,0.7362, 0.6672,-0.1137,-0.3337, 0.2116, -0.9186,
109.3428,0.1980,1.4618,2.8045,-0.2720, 0.0102, -0.1396,-0.9521,0.9608, 0.2603,0.0954,-0.2714, 0.8131, 0.5150,0.4064,1.3993,3.0747,-0.2650, -0.4163, -0.1563,0.8556,0.6045, -0.0468,0.7952,0.4881, 0.8107, -0.3233,-0.1410,1.2195,2.8909,-0.5352, -0.1554, 0.3287,0.7625,0.7356, 0.6676,-0.1149,-0.3349, 0.2110, -0.9183,
109.3545,0.1973,1.4616,2.8048,-0.2717, 0.0092, -0.1409,-0.9520,0.9601, 0.2633,0.0941,-0.2733, 0.8127, 0.5147,0.4064,1.3992,3.0750,-0.2641, -0.4159, -0.1557,0.8562,0.6055, -0.0469,0.7945,0.4863, 0.8120, -0.3227,-0.1406,1.2190,2.8916,-0.5351, -0.1550, 0.3296,0.7623,0.7347, 0.6683,-0.1164,-0.3366, 0.2102, -0.9179,
109.3668,0.1965,1.4616,2.8052,-0.2712, 0.0085, -0.1422,-0.9519,0.9594, 0.2661,0.0933,-0.2753, 0.8124, 0.5140,0.4064,1.3990,3.0752,-0.2637, -0.4152, -0.1545,0.8568,0.6074, -0.0458,0.7931,0.4839, 0.8131, -0.3236,-0.1407,1.2186,2.8924,-0.5349, -0.1546, 0.3304,0.7621,0.7338, 0.6691,-0.1178,-0.3382, 0.2094, -0.9175,
109.3784,0.1957,1.4616,2.8054,-0.2711, 0.0078, -0.1434,-0.9518,0.9587, 0.2687,0.0927,-0.2772, 0.8119, 0.5138,0.4064,1.3989,3.0756,-0.2637, -0.4142, -0.1531,0.8576,0.6100, -0.0441,0.7912,0.4810, 0.8140, -0.3255,-0.1401,1.2179,2.8933,-0.5346, -0.1542, 0.3313,0.7620,0.7330, 0.6698,-0.1192,-0.3399, 0.2088, -0.9170,
109.3909,0.1950,1.4615,2.8057,-0.2708, 0.0073, -0.1447,-0.9517,0.9580, 0.2715,0.0923,-0.2794, 0.8115, 0.5133,0.4063,1.3987,3.0760,-0.2633, -0.4129, -0.1521,0.8585,0.6127, -0.0437,0.7891,0.4785, 0.8151, -0.3265,-0.1398,1.2173,2.8940,-0.5345, -0.1540, 0.3320,0.7618,0.7320, 0.6706,-0.1202,-0.3413, 0.2082, -0.9166,
109.3986,0.1941,1.4615,2.8059,-0.2706, 0.0069, -0.1458,-0.9516,0.9574, 0.2737,0.0921,-0.2812, 0.8110, 0.5130,0.4063,1.3984,3.0766,-0.2623, -0.4117, -0.1512,0.8596,0.6153, -0.0440,0.7871,0.4759, 0.8167, -0.3264,-0.1399,1.2168,2.8949,-0.5341, -0.1539, 0.3331,0.7616,0.7307, 0.6718,-0.1214,-0.3429, 0.2075, -0.9162,
109.4097,0.1933,1.4614,2.8061,-0.2702, 0.0067, -0.1467,-0.9515,0.9569, 0.2755,0.0921,-0.2828, 0.8110, 0.5122,0.4063,1.3982,3.0769,-0.2617, -0.4110, -0.1506,0.8602,0.6169, -0.0440,0.7858,0.4741, 0.8177, -0.3264,-0.1405,1.2165,2.8955,-0.5340, -0.1537, 0.3337,0.7615,0.7300, 0.6724,-0.1222,-0.3440, 0.2070, -0.9158,
109.4212,0.1925,1.4614,2.8063,-0.2699, 0.0065, -0.1474,-0.9515,0.9564, 0.2771,0.0920,-0.2841, 0.8109, 0.5116,0.4061,1.3978,3.0774,-0.2609, -0.4101, -0.1494,0.8611,0.6190, -0.0432,0.7842,0.4712, 0.8192, -0.3268,-0.1407,1.2160,2.8962,-0.5338, -0.1536, 0.3348,0.7612,0.7287, 0.6736,-0.1236,-0.3457, 0.2060, -0.9155,
109.4328,0.1917,1.4614,2.8066,-0.2694, 0.0065, -0.1483,-0.9515,0.9559, 0.2787,0.0924,-0.2858, 0.8108, 0.5108,0.4059,1.3973,3.0780,-0.2605, -0.4094, -0.1468,0.8619,0.6216, -0.0398,0.7823,0.4665, 0.8211, -0.3289,-0.1414,1.2156,2.8971,-0.5336, -0.1534, 0.3356,0.7610,0.7277, 0.6744,-0.1246,-0.3471, 0.2054, -0.9151,
109.4453,0.1908,1.4613,2.8068,-0.2689, 0.0065, -0.1489,-0.9516,0.9556, 0.2799,0.0925,-0.2869, 0.8110, 0.5098,0.4056,1.3968,3.0787,-0.2601, -0.4086, -0.1440,0.8629,0.6246, -0.0359,0.7801,0.4611, 0.8232, -0.3313,-0.1415,1.2150,2.8979,-0.5334, -0.1533, 0.3363,0.7609,0.7268, 0.6753,-0.1255,-0.3483, 0.2049, -0.9147,
109.4586,0.1901,1.4613,2.8071,-0.2685, 0.0067, -0.1498,-0.9515,0.9550, 0.2815,0.0932,-0.2886, 0.8110, 0.5090,0.4047,1.3954,3.0796,-0.2592, -0.4081, -0.1379,0.8645,0.6289, -0.0268,0.7770,0.4499, 0.8276, -0.3356,-0.1414,1.2141,2.8989,-0.5333, -0.1534, 0.3370,0.7606,0.7258, 0.6763,-0.1260,-0.3490, 0.2041, -0.9146,
109.4652,0.1893,1.4613,2.8073,-0.2681, 0.0069, -0.1506,-0.9515,0.9546, 0.2829,0.0939,-0.2903, 0.8109, 0.5081,0.4041,1.3946,3.0803,-0.2581, -0.4079, -0.1348,0.8653,0.6308, -0.0227,0.7756,0.4438, 0.8305, -0.3367,-0.1416,1.2138,2.8996,-0.5331, -0.1534, 0.3374,0.7605,0.7252, 0.6768,-0.1264,-0.3497, 0.2039, -0.9144,
109.4772,0.1886,1.4613,2.8075,-0.2676, 0.0072, -0.1515,-0.9515,0.9540, 0.2844,0.0948,-0.2922, 0.8109, 0.5071,0.4035,1.3937,3.0809,-0.2570, -0.4078, -0.1329,0.8661,0.6321, -0.0207,0.7746,0.4398, 0.8326, -0.3367,-0.1417,1.2135,2.9000,-0.5329, -0.1536, 0.3377,0.7605,0.7247, 0.6774,-0.1263,-0.3499, 0.2039, -0.9143,
109.4939,0.1879,1.4613,2.8077,-0.2671, 0.0075, -0.1524,-0.9515,0.9535, 0.2859,0.0956,-0.2939, 0.8108, 0.5061,0.4025,1.3922,3.0822,-0.2551, -0.4072, -0.1295,0.8674,0.6349, -0.0169,0.7724,0.4324, 0.8363, -0.3371,-0.1414,1.2128,2.9009,-0.5326, -0.1537, 0.3384,0.7604,0.7237, 0.6784,-0.1268,-0.3509, 0.2035, -0.9140,
109.4999,0.1872,1.4614,2.8080,-0.2665, 0.0079, -0.1531,-0.9516,0.9530, 0.2871,0.0966,-0.2955, 0.8110, 0.5048,0.4007,1.3894,3.0842,-0.2526, -0.4064, -0.1231,0.8694,0.6394, -0.0087,0.7688,0.4193, 0.8421, -0.3391,-0.1415,1.2120,2.9021,-0.5323, -0.1538, 0.3398,0.7600,0.7218, 0.6802,-0.1280,-0.3528, 0.2024, -0.9135,
109.5121,0.1865,1.4614,2.8082,-0.2660, 0.0080, -0.1536,-0.9516,0.9527, 0.2882,0.0969,-0.2966, 0.8113, 0.5038,0.4001,1.3885,3.0849,-0.2517, -0.4062, -0.1207,0.8701,0.6408, -0.0055,0.7677,0.4146, 0.8441, -0.3400,-0.1419,1.2120,2.9025,-0.5322, -0.1538, 0.3402,0.7598,0.7212, 0.6807,-0.1285,-0.3533, 0.2020, -0.9134,
109.5245,0.1859,1.4616,2.8085,-0.2653, 0.0082, -0.1540,-0.9517,0.9524, 0.2888,0.0973,-0.2975, 0.8118, 0.5025,0.3983,1.3857,3.0868,-0.2499, -0.4062, -0.1127,0.8717,0.6446, 0.0065,0.7645,0.3995, 0.8497, -0.3441,-0.1419,1.2115,2.9034,-0.5321, -0.1537, 0.3413,0.7594,0.7198, 0.6820,-0.1297,-0.3547, 0.2007, -0.9132,
